,identifiant_unique,ville_code_postal
1890,m_pehauparciboula_julien_97751_reparation_0329888304,COMBRES SOUS LES COTES 55160
1891,detoc_corentin_71953_reparation,VERTOU 44120
1892,princess_creation_16901_reparation_0618583065,BEAUSOLEIL 06240
1894,percher_nadine_137096_reparation_0254325878,ST GEORGES SUR CHER 41400
1895,mauxion_samuel_71260_reparation,MONNIERES 44690
1896,mme_delaere_laetitia_55568_reparation,HEM 59510
1897,m_wallart_david_55122_reparation,ST MARTIN LEZ TATINGHEM 62500
1898,rem_196261_reparation_0384466030,BAVILLIERS 90800
1899,savoie_entretien_139842_reparation_0659046451,LES HOUCHES 74310
1900,fb_renovation_192260_reparation_0643150214,GANNAT 03800
1901,chassier_sonia_151121_reparation_0634670956,VILLEFRANCHE-DE-ROUERGUE 12200
1902,lebegue_romain_143345_reparation,LAVAL ROQUECEZIERE 12380
1903,stephane_fleuret_9783_reparation_0474254857,BRESSE VALLONS 01340
1904,atelier_classico_6345_reparation_0609443935,FRETERIVE 73250
1905,m_martins_187084_reparation_0681671924,BISCHWILLER 67240
1906,mc2d_musa_drammeh__cheikhou_drame_215954_reparation,PARIS 12 75012
1907,meonet_216824_reparation,LONGJUMEAU 91160
1908,pin_up_and_creepers_202646_reparation_0601067128,LA ROQUE-D'ANTHÉRON 13640
1909,morand_patricia_141678_reparation,RIA-SIRACH 66500
1910,m_geoffroy_benoit_95586_reparation,ARSONVAL 10200
1911,dg_renov_34441_reparation_0615208161,ROGNAC 13340
1912,ve_informatique_125865_reparation,CLAVILLE 27180
1913,emc_113300_reparation_0473876888,SAYAT 63530
1914,auto_express_203413_reparation,NANTUA 01130
1915,ding_fring_48377_sinoe_0385227043,MÂCON 71000
1916,mm_bernard_renaud_21120_reparation_0490209118,ROBION 84440
1917,kropacz_anne_216530_reparation_0682326397,PARIS 19 75019
1918,small_zachary_peter_152183_reparation,MERCENAC 09160
1919,douceurs_de_gaia_201827_reparation_0626494286,FIRMINY 42700
1920,michel_henry_lepaute_sarl_208459_reparation_0148533461,ORLY 94310
1921,elit_buro_53880_reparation_0321735153,ST LAURENT BLANGY 62223
1922,adrien_leroux_156863_reparation_0606461459,PLUNERET 56400
1923,ec_motoculture_173797_reparation,LE BUISSON DE CADOUIN 24480
1924,miho_nakatani_185726_reparation_0628041088,STRASBOURG 67000
1925,mme_vandenterghem_catherine_58394_reparation,AMIENS 80000
1926,ears_211191_reparation,MONTREUIL 93100
1927,le_maroquinier_bortois_170512_reparation_0683122845,BORT LES ORGUES 19110
1928,issayan_sirun_108568_reparation,MARSEILLE--9E--ARRONDISSEMENT 13009
1929,latelier_de_sophie_52830_reparation_0681255426,MARIAC 07160
1930,arts_et_meubles_161737_reparation_0553596417,CASTELS ET BEZENAC 24220
1931,naboulet_yannick_167553_reparation,MOULIN NEUF 24700
1932,ad_multiservices_199947_reparation_0603111395,ST AUBIN 39410
1933,dautais_celine_71484_reparation,VILLENEUVE EN RETZ 44580
1934,degang_christophe_108809_reparation_0611995981,SAINT MARTIN DE CRAU 13310
1935,latelier_de_papi_simon_192160_reparation_0645508590,ASCHBACH 67250
1936,ehbim_173782_reparation_0781868412,TARTAS 40400
1937,deville_guy_5473_reparation,BUIS LES BARONNIES 26170
1938,rocher_thomas_136807_reparation_0247957831,CHAMPIGNY SUR VEUDE 37120
1939,m_platel_laurent_herve_55620_reparation_0320328667,ALLENNES LES MARAIS 59251
1940,aix_multi_services_14176_reparation,AIX EN PROVENCE 13100
1941,la_betabois_196143_reparation,LA CHARITE SUR LOIRE 58400
1942,lacroix_rene_122885_reparation_0623010110,MONTELIMAR 26200
1943,dtdt_du_var_vestiboutique_47835_sinoe_0494640667,TOULON 83000
1944,bonopera_camille_laurence_paulin_15427_reparation,MARSEILLE--1ER-ARRONDISSEMENT 13001
1945,morlet_jean_208930_reparation_0164055758,BRIE COMTE ROBERT 77170
1946,helpmanuservices_194306_reparation_0614801293,NOEUX LES MINES 62290
1947,lukinda_simon_203485_reparation,SAINT ETIENNE 42000
1948,bijouterie_bouix_190897_reparation,PERIGUEUX 24000
1949,orhus_atelier_219976_reparation_0607057389,PANTIN 93500
1950,le_fil_de_marie_165793_reparation,MONT DE MARSAN 40000
1951,simikyan_ina_150006_reparation_0605563078,BEZIERS 34500
1952,dreamer_bunny_102268_reparation_0661065315,CAMARET SUR AIGUES 84850
1953,elektronik_video_bzh_156411_reparation,CONCARNEAU 29900
1954,mademoiselle_adele_122776_reparation_0620742601,ST MONTAN 07220
1955,le_petit_atelier_de_vero_197520_reparation,BARON 71120
1956,cattelan_amelie_215650_reparation_0633854589,TREUZY LEVELAY 77710
1957,ulespace_de_la_chatre_vestiboutique_45834_sinoe_0254221209,LA CHATRE 36400
1958,pierre_mathieu_118563_reparation_0678622360,LAVAL 53000
1959,an_oriant_moto_156629_reparation_0665454444,LANESTER 56600
1960,kloboca_175641_reparation_0637666432,BORDEAUX 33000
1961,lamet_daniel_135019_reparation_0962107711,LA BAZOCHE GOUET 28330
1962,kador_131794_reparation_0624247161,STRASBOURG 67000
1963,les_rubans_de_marionnette_7309_reparation_0675693489,LYON 06 69006
1964,chrisgeni_177392_reparation_0616022262,NICE 06000
1965,pachabezian_carole_145371_reparation,MONTPELLIER 34000
1966,mm_chamary_henry_181153_reparation,GORDES 84220
1967,lafe_lafe_202350_reparation_0781793925,TOULON 83000
1968,mas_jeanfrancois_208433_reparation,PARIS 08 75008
1969,herria3d_191622_reparation_0645924236,HASPARREN 64240
1970,squillace_maria_116800_reparation_0951546485,VILLEFRANCHE SUR SAONE 69400
1971,mtek_180189_reparation,TARASCON 13150
1972,overstore_151202_reparation_0638177099,MAUGUIO 34130
1973,roy_et_fils_11655_reparation_0471778166,SAUGUES 43170
1974,mediacare_217343_reparation_0632452331,GIF SUR YVETTE 91190
1975,euradif_54021_reparation_0320442078,GODEWAERSVELDE 59270
1976,gregoire_alain_209085_reparation_0762781604,PARIS 19 75019
1977,la_fee_mely_198021_reparation_0630937608,NANCRAY 25360
1978,les_patines_d_eole_178799_reparation_0675786996,MIRAMAS 13140
1979,utopia_cuir_design_7575_reparation_0750895378,VALMEINIER 73450
1980,schilte_pascal_146560_reparation_0562237900,FONTENILLES 31470
1981,diamantoglou_agnes_137967_reparation_0238410594,LA FERTE ST AUBIN 45240
1982,lecrin_159646_reparation_0555819381,GUERET 23000
1983,decad_102233_reparation_0623059253,NICE 06000
1984,mme_leclercq_mariececile_55434_reparation,FACHES THUMESNIL 59155
1985,dm_restauration_vente_outils_200192_reparation_0625259579,FARGES LES CHALON 71150
1986,antea_creation_157179_reparation_0615903419,CAOUENNEC-LANVEZEAC 22300
1987,joly_marie_francoise_12613_reparation_0650933758,YRONDE ET BURON 63270
1988,joel_motoculture_12399_reparation_0473868242,ST GEORGES DE MONS 63780
1989,claree2roues_178672_reparation_0612462235,VAL DES PRES 05100
1990,salsa_159578_reparation_0553087357,MAUZENS ET MIREMONT 24260
1991,m_heriche_mohamed_143908_reparation_0952809231,NIMES 30000
1992,atelier_dencadrement_patrice_212246_reparation_0143795974,PARIS 11 75011
1993,alpha_47_informatique_159106_reparation_0553206161_0553932852,MARMANDE 47200
1994,lylude_g_202444_reparation_0779805780,TOULON 83200
1995,troc_sport_32773_reparation_0478662530,CHAMPAGNE AU MONT D OR 69410
1996,sarl_thierry_casas_12149_reparation_0473832018,PONTAUMUR 63380
1997,le_milord_206727_reparation,LEZIGNAN CORBIERES 11200
1998,m_grosjean_herve_97659_reparation,ST HILAIRE EN WOEVRE 55160
1999,palinacci_stephane_216678_reparation_0683684838,GIF SUR YVETTE 91190
2000,3_dieses_a_la_cle_220429_reparation_0164680502,TORCY 77200
2001,monsieur_graham__clarke_david_125091_reparation_0325842307,VOISEY 52400
2002,lumy_couture_202975_reparation_0761918715,SERVAS 01960
2003,berthaud_thomas_115428_reparation_0241912928,CHALONNES SUR LOIRE 49290
2004,mask_brocante_drupal_m1255_0232545676,VERNON 27200
2005,delvrie_jeanfrancois_208834_reparation_0164089844,PROVINS 77160
2006,le_chat_noir___sacha_marles_171618_reparation_0675503675,MEASNES 23360
2007,haucourt_sylvain_145122_reparation_0769484805,REVEL 31250
2008,db_joaillerie_paris_174488_reparation,THENON 24210
2009,mj_mecanique_loisirs_168391_reparation_0662948531,SAINT GENIS DE SAINTONGE 17240
2010,la_modelerie_parisienne_211201_reparation_0140316035,PARIS 11 75011
2011,olivier_darrieumerlou_166431_reparation_0607113641,SEIGNOSSE 40510
2012,adapt_studio_sud_183550_reparation_0612053617,FORCALQUEIRET 83136
2013,m_lahondes_fabien_193846_reparation_0768914781,DUNKERQUE 59140
2014,catena_152731_reparation,GUILVINEC 29730
2015,meubles_marinier_109219_reparation_0494495119,SAINTE MAXIME 83120
2016,roudiere_michel_144760_reparation_0563584966,BRIATEXTE 81390
2017,franck_bellus_178281_reparation_0607214811,MARSEILLE--6E--ARRONDISSEMENT 13006
2018,mascart_yves_122647_reparation_0680905267,ROUEN 76100
2019,bassereau_didier_219585_reparation_0789496387,CHAMPIGNY SUR MARNE 94500
2020,taratata__rouge_petit_pois_114360_reparation_0231397199,CAEN 14000
2021,urzua_abud_victor_111318_reparation_0670443453,IRIGNY 69540
2022,gbg_13718_reparation,MARSEILLE--8E--ARRONDISSEMENT 13008
2023,cabaret_aux_oiseaux_175634_reparation_0686113840,SAINT SYLVESTRE 87240
2024,luona_205326_reparation_0603775746,LA COLLE SUR LOUP 06480
2025,saintcrepin_3231_reparation_0477323865,SAINT ETIENNE 42000
2026,bijouterie_bernard_104860_reparation_0613086270_0471482539,AURILLAC 15000
2027,azur_signaletique_32027_reparation_0490670610,CARPENTRAS 84200
2028,style_et_decor_16695_reparation_0493676492_0660241297,ANTIBES 06600
2029,le_troc_de_l_ile_45764_sinoe_0299363636,RENNES 35700
2030,cla_brico_jardin_dubarval_173701_reparation_0625165919,GUJAN MESTRAS 33470
2031,alpes_moto_motoculture__a2m_180060_reparation_0622201346,SAINT CREPIN 05600
2032,liard_dorian_137381_reparation_0659422025,ST MICHEL 45340
2033,ab_creations_bordeaux_174617_reparation_0611954285,LE BOUSCAT 33110
2034,fayolle_bernard_11948_reparation_0473722178,CUNLHAT 63590
2035,mme_bois_mireille_142973_reparation_0466671596,NIMES 30900
2036,le_borgne_celine_134052_reparation,ST PIERRE DES NIDS 53370
2037,metarc_216790_reparation_0478171717,NOISY LE SEC 93130
2038,eden_communication_212484_reparation,LE PERREUX SUR MARNE 94170
2039,atout_pagne_191371_reparation_0609695700,CABARA 33420
2040,copin_philippe_210976_reparation_0622646462,SURESNES 92150
2041,atelier_trophees_le_trouher_152662_reparation,PLOEMEUR 56270
2042,cornouaille_informatique_152552_reparation,ERGUE-GABERIC 29500
2043,lb_gemmes_209199_reparation,PARIS 09 75009
2044,briconet_services_175494_reparation_0789785678,GUJAN MESTRAS 33470
2045,un_tour_dans_lbois_118164_reparation,PHILIPPSBOURG 57230
2046,repair_cafe_smictom_du_pays_de_fougeres_javene_602_initiatives_locales,JAVENÉ 35133
2047,digitalphone_107773_reparation_0606747798,CAEN 14000
2048,natalya_relooking_crea_173040_reparation_0647045983,BOULAZAC ISLE MANOIRE 24750
2049,heaven_34500_reparation_0609313194,AIX EN PROVENCE 13100
2050,dimi_l_services_12752_reparation,ST AMANT ROCHE SAVINE 63890
2051,lauer_gilbert_140024_reparation,PERPIGNAN 66000
2052,marchaisalais_sylvie_epse_gilbert_152488_reparation_0645358759,DUN 09600
2053,fils_a_retordre_178050_reparation_0689625994,L'ARGENTIERE LA BESSEE 05120
2054,alfaro_mattin_163973_reparation_0680365497,UREPEL 64430
2055,petite_ligne_39496_reparation_0679178131,MARSEILLE--9E--ARRONDISSEMENT 13009
2056,papi_motoculture_193472_reparation_0670470136,LE FAY ST QUENTIN 60510
2057,ckc_solutions_217496_reparation,SAINT SOUPPLETS 77165
2058,latelier_de_celestin_210165_reparation,MONTROUGE 92120
2059,audio84_180443_reparation,CARPENTRAS 84200
2060,ramos_services_aux_particuliers_137212_reparation_0254427928,BLOIS 41000
2061,maison_ravaka_222525_reparation_0629710732,NICE 06200
2062,pison_ebenisterie_d_art_435_reparation_0438864058,LE SAPPEY EN CHARTREUSE 38700
2063,entre_velours_et_bois_94082_reparation_0673018012,WASSELONNE 67310
2064,mortagua_de_oliveira_ana_paula_143716_reparation_0601185441,TOULOUSE 31000
2065,m_lory_christophe_199413_reparation,GROSBOIS LES TICHEY 21250
2066,dirat_christian_142043_reparation_0567118618,CASTELGINEST 31780
2067,david_lena_126160_reparation_0668486285,DEUX-GROSNES 69860
2068,lebret_fabrice_135386_reparation_0248515405,VIGNOUX SUR BARANGEON 18500
2069,m_hari_samir_186067_reparation,SCHILTIGHEIM 67300
2070,reparcycle_177477_reparation_0652659307,SARRIANS 84260
2071,m_gassier_benjamin_179708_reparation_0635210422,LA CIOTAT 13600
2072,wwwiphonecassefr_awoze_220110_reparation,PARIS 08 75008
2073,fontanier_amandine_118517_reparation,ORVAULT 44700
2074,finet_service_173003_reparation_0672140724,ANDERNOS LES BAINS 33510
2075,art_itinerant_58155_sinoe_0982458024,CAEN 14000
2076,les_m_studio_156444_reparation,RENNES 35700
2077,phebelde_bijoux_196700_reparation_0623774638,CHENOVES 71390
2078,georgia_176545_reparation_0679470835,ST PRIX 07270
2079,etude_creation_sellerie_141717_reparation_0467289182,VILLENEUVE LES BEZIERS 34420
2080,multi_services_33_162679_reparation_0662786000,LE TAILLAN MEDOC 33320
2081,m_petitjean_david_203589_reparation,ST MARD 54290
2082,mister_minit_170415_reparation,MARSAC SUR L ISLE 24430
2083,montgolfiere_bijoux_219481_reparation,PARIS 18 75018
2084,versus_imagination_59006_reparation_0479830488,LA TOUR-EN-MAURIENNE 73300
2085,woman_by_lorane_109033_reparation_0658983133,SAINT REMY DE PROVENCE 13210
2086,atelier_mg_199831_reparation_0677810315,PONTIGNY 89230
2087,sarl_agenceurs_de_l_habitat_168743_reparation_0549329309,CELLES SUR BELLE 79370
2088,millesime_liege_191332_reparation_0556496910,AYGUEMORTE LES GRAVES 33640
2089,olivia_c_212379_reparation_0672735492,PARIS 05 75005
2090,yk_154632_reparation,BREST 29200
2091,triade_s_a_1348_reparation_0478737467,MONTAGNY 69700
2092,phone71_198938_reparation_0385911575,CHALON SUR SAONE 71100
2093,joliesse_et_elegance_martinique_101695_reparation_0596688915,LE VAUCLIN 97280
2094,goyaud_josiane_110508_reparation_0251056354,LES ACHARDS 85150
2095,guillot_laurent_208711_reparation_0148878769,SUCY EN BRIE 94370
2096,bgturbo_181189_reparation,MARSEILLE-11E--ARRONDISSEMENT 13011
2097,genries_191232_reparation,CADAUJAC 33140
2098,aux_pepites_de_tif_114868_reparation_0788051159,SOULEUVRE EN BOCAGE 14350
2099,musica_136516_reparation_0248750249,VIERZON 18100
2100,ponsonnet_angelique_116972_reparation_0951253342,ST JEURE D AY 07290
2101,eds_219368_reparation_0134304110,ST-OUEN-L'AUMONE 95310
2102,talarczyk_simon_56336_reparation_0652143990,HORNAING 59171
2103,sarl_delor_vincent_11557_reparation,RIEUTORT DE RANDON 48700
2104,m_francois_charles_123237_reparation_0383490531,POMPEY 54340
2105,mampuya_nzuzi_mpeya_jilonne_136880_reparation_0783917520,PITHIVIERS 45300
2106,combes_olivier_222728_reparation_0610381630,JULLIANGES 43500
2107,lbv_lambersart_194135_reparation_0320939938,LAMBERSART 59130
2108,jouhannet_thierry_137514_reparation,BOURGES 18000
2109,couture_rapide_220116_reparation_0610063366,PARIS 09 75009
2110,marciano_daniel_209426_reparation_0147991676,VILLENEUVE LA GARENNE 92390
2111,velo_sport_146892_reparation,LATTES 34970
2112,cordonnerie_maximoise_18390_reparation_0642773990,SAINTE MAXIME 83120
2113,horlogerie_7149_reparation_0477332561,SAINT ETIENNE 42000
2114,mme_bodechon_sabine_54037_reparation_0327778537,LE CATEAU CAMBRESIS 59360
2115,reactif_201764_reparation_0603671263,THIERS 63300
2116,merle_meyronneinc_11723_reparation_0471771190,LANGEAC 43300
2117,gs_koncept_156035_reparation,LANNION 22300
2118,darty_drupal_m1497_0384520030,CHAMPAGNOLE 39300
2119,godet_adeline_134250_reparation,ST LEGER SOUS CHOLET 49280
2120,danezis_floriane_147411_reparation,MILLAU 12100
2121,sarl_image_et_musique_6785_reparation_0474852304,VIENNE 38200
2122,robart_185421_reparation_0689511997,ARMOY 74200
2123,m_bruneau_michael_55675_reparation_0609098713,OISY LE VERGER 62860
2124,lepeu_sebastien_214418_reparation_0627589216,PARIS 11 75011
2125,chiper_elena_148224_reparation_0685852530,TOULOUSE 31100
2126,ets_dupin_pere_et_fils_134969_reparation_0254470389,RIVARENNES 36800
2127,lauret_pio_141447_reparation,AMBIALET 81430
2128,rafflegeau_valerie_70558_reparation_0642124794,ST PHILBERT DE GRAND LIEU 44310
2129,metal_est_95903_reparation,ST MEMMIE 51470
2130,caprices_122728_reparation,BASSENS 73000
2131,normandie_sellerie_et_parebrise_114759_reparation,ESQUAY NOTRE DAME 14210
2132,m_tousnakhoff_alexis_205267_reparation_0661858929,MARSEILLE 13012
2133,sarl_eridaim_196011_reparation_0386391560,NEVERS 58000
2134,lefebvre_luc_125742_reparation_0667331157,CONNELLES 27430
2135,aloine_couture_et_retouches_14849_reparation,MARSEILLE  5E  ARRONDISSEMENT 13005
2136,calbris_arnaud_217153_reparation_0687507242,POMPONNE 77400
2137,peakalpes_179180_reparation_0642886745,LES ORRES 05200
2138,cordonnerie_h_k_211662_reparation,GOUSSAINVILLE 95190
2139,rech_freres_et_fils_17391_reparation,BREIL SUR ROYA 06540
2140,entreprise_touve_175973_reparation_0630834774,LOUPIAC 33410
2141,espace_services_ille_142318_reparation,ILLE-SUR-TET 66130
2142,delort_muriele_11427_reparation_0647810805,CONDAT 15190
2143,kara_fil_156602_reparation_0619489219,LANESTER 56600
2144,tendances_mariages_28_138534_reparation,BARJOUVILLE 28630
2145,tochon_bruno_223122_reparation_0629636374,SAINT-PIERRE-EN-FAUCIGNY 74800
2146,agde_200238_reparation_0345869119,CHARETTE VARENNES 71270
2147,artarm_multiservices_170454_reparation,BORDEAUX 33300
2148,chapi_chapo_bijoux_creation_93099_reparation,ST SYLVAIN 14190
2149,lokvelo_222224_reparation_0664464697,LA FARLEDE 83210
2150,moret_daphne_220786_reparation_0633958659,LE LOUVEROT 39210
2151,mm_cuisines_15915_reparation_0492773314,ORAISON 04700
2152,apyagri_147217_reparation_0561890275,LABARTHE-INARD 31800
2153,lepeltier_btp_199149_reparation,ARC ET SENANS 25610
2154,basset_olivier_191789_reparation_0549230653,DOUSSAY 86140
2155,empreintes_de_jean_creations_bois_dart_222233_reparation_0614724534,SERANON 06750
2156,gostiau_melanie_139197_reparation,REIGNY 18270
2157,latelier_de_robin_109827_reparation_0477377936,MONTROND LES BAINS 42210
2158,ait_ahmed_khaled_52831_reparation_0758391243,VAULX EN VELIN 69120
2159,nurdan_57659_reparation,ORRY LA VILLE 60560
2160,lascaux_eric_164121_reparation,BIGANOS 33380
2161,sev_93345_reparation_0689311677,GLIERES-VAL-DE-BORNE 74130
2162,a_crochet_vous_212786_reparation_0664123851,ERAGNY-SUR-OISE 95610
2163,mecagri_156695_reparation,MELESSE 35520
2164,barbu_jeanfrancois_111028_reparation,AVEZE 72400
2165,viennet_nicolas_146472_reparation,LABASTIDE-SAINT-GEORGES 81500
2166,atelier_oss_165393_reparation_0689200452,SEPVRET 79120
2167,reparateur_de_telephone_drupal_m1418_0556082140,MÉRIGNAC 33700
2168,charlotte_ducatillon_206528_reparation_0664509572,VOLVIC 63530
2169,jfm_161249_reparation,LE PORGE 33680
2170,laloux_stephane_99764_reparation,ABBARETZ 44170
2171,ouvrardfontenit_110082_reparation,MOUCHAMPS 85640
2172,paragon_193894_reparation_0651680835,PONCHON 60430
2173,le_cordonnier_de_villarlurin_107975_reparation_0675711802,MOUTIERS 73600
2174,cornil_and_co_194352_reparation_0628030699,LEERS 59115
2175,communaute_emmaus_vannes_magasins_du_poulfanc_54649_sinoe,SÉNÉ 56860
2176,n_zinga_frederic_219978_reparation_0661762352,MASSY 91300
2177,association_viavelo_54757_sinoe,NICE 06300
2178,tef_du_cingal_58153_sinoe_0231238472,BRETTEVILLE-SUR-LAIZE 14680
2179,mme_reyren_christelle_98266_reparation_0686089518,AILLIANVILLE 52700
2180,plescan_cristi_169374_reparation_0625981180,PESSAC 33600
2181,lambert_thierry_201684_reparation_0678470800,LA BRETENIERE 39700
2182,richard_annick_118843_reparation_0603630309,MEZIDON VALLEE D'AUGE 14270
2183,lavialle_julien_33583_reparation_0665504192,VIC LE COMTE 63270
