,identifiant_unique,adresse,adresse_complement,code_postal,ville,st_x,st_y
3418,rozenn_leblanc_156184_reparation,14 RUE DES ECOLES,,22410,PLOURHAN,-2.873549,48.631639
3419,pc_formation_center_18716_reparation_0617591548,DOMMAINE DES EMERAUDES,BASTIDE 29,83420,LA CROIX VALMER,6.56929,43.1982381
3420,les_restos_du_c_ur_morestel_48996_sinoe_0474802507,"10, Rue de la Roche",Bp 24,38510,MORESTEL,5.472851121206,45.681465782215
3421,crb_informatique_101906_reparation,RUE LONGCHAMP 18 LLS,BATIMENT OZANAM 1 RDC,97250,SAINT-PIERRE,-61.1750785,14.7449507
3422,thorigny_alexandre_136895_reparation,41 RUE DES MARTYRS,,37300,JOUE LES TOURS,0.665483,47.353472
3423,wilmart_vincent_166096_reparation,10 RUE DES RETAILLONS,,33300,BORDEAUX,-0.570687,44.853897
3424,vision_et_technique_209343_reparation,49 RUE DES ENTREPRENEURS,,75015,PARIS 15,2.287727,48.845823
3425,sissy_couturiere_10457_reparation_0477260224,44  CHEMIN DES CHENES,,42110,SALVIZINET,4.274455,45.759423
3426,viard_philippe_135023_reparation_0254063232,46 AVENUE GEORGE SAND,,36140,AIGURANDE,1.83544,46.432846
3427,rives_pauline_148405_reparation_0673662370,HAMEAU DE MASCLAC,,34380,NOTRE DAME DE LONDRES,3.7410492,43.809934
3428,les_ptits_chats_du_sud_150429_reparation_0646270760,157 CHEMIN ANCIEN CHEMIN DE LIRAC,,30126,TAVEL,4.700236,44.014841
3429,atelier_benedicte_203462_reparation_0608878541,350 CHEMIN DE SAUDON,,26400,SOYANS,5.019788,44.624991
3430,top_couture_185944_reparation_0652602910,9 RUE DES CLES,,67700,SAVERNE,7.367915,48.739389
3431,espace_meubles_105327_reparation_0387031118_0607519958,ZONE ARIANE,,57400,BUHL LORRAINE,7.0820413,48.7322837
3432,au_fond_de_la_cour_172485_reparation_0629286135,50 ROUSSIS,,87310,COGNAC LA FORET,1.0286589,45.8246619
3433,mme_rondet_audrey_151320_reparation_0659402367,470 ROUTE DE NIMES,,30140,ANDUZE,3.985201,44.046852
3434,la_boite_a_chaussures_13762_reparation,8 AVENUE DE CAMARGUE,,13200,ARLES,4.6196753,43.6797193
3435,veran_musique_101465_reparation_0450266160,5 RUE DU CHAMP DU PUITS,ZAC DE MARCLAZ,74200,ANTHY-SUR-LEMAN,6.440876,46.3533753
3436,berluti_10529_reparation_0475446244,59  AVENUE VICTOR HUGO,,26000,VALENCE,4.8900287,44.9277943
3437,m_charpentier_damien_151194_reparation_0679734297,10 RUE HAUTE,,30310,VERGEZE,4.2207466,43.7443786
3438,temps2sport_95079_reparation_0389508992,14 RTE DE NEUF BRISACH,,68000,COLMAR,7.3636815,48.079965
3439,tadj_176650_reparation,55 RUE VICTOR HUGO,,63300,THIERS,3.548552,45.859001
3440,fonfrede_fabienne_epse_lenoir_148535_reparation,1 CHEMIN DE LA DAUZINIE,,81120,REALMONT,2.211282,43.778246
3441,martins_nicolas_219148_reparation_0659265965,37 AV DU BOIS,,94430,CHENNEVIERES SUR MARNE,2.543138,48.80293
3442,la_clinique_du_cycle_207718_reparation_0681508003,Place Agora,,66470,SAINTE-MARIE-LA-MER,3.035829,42.735631
3443,le_bottier_des_clayes_217552_reparation_0130551207,8 AV DU BOIS,,78340,LES CLAYES SOUS BOIS,1.992099,48.822984
3444,jacquinet_francois_216098_reparation_0650400607,4 RUE DE LA BERTHIERE,,78125,HERMERAY,1.677322,48.654448
3445,romy_155302_reparation,10 RUE FOCH,,22430,ERQUY,-2.465312,48.62967
3446,latelier_de_mad_106453_reparation_0686002542,3 RUE DE CANTEVANNE,,57330,KANFEN,6.1141101,49.437037
3447,da_cunha_joao_136169_reparation,CCAL BELLES RIVES,,45430,CHECY,2.038535,47.905312
3448,m_laidoudi_rachid_206781_reparation,1 CHEMIN DE L'EGALITE,,11220,TALAIRAN,2.665015,43.054288
3449,latelier_dam_39256_reparation_0608931006,12 RUE SOUS L EGLISE,,63660,ST ANTHEME,3.916925,45.527602
3450,_welcom_drupal_m1832_0386285757,21 Boulevard de la République,,58200,COSNE SUR LOIRE,0.0,0.0
3451,phoebe_marc_17311_reparation_0493247014_0622864834,30 RUE DU VALLON,,06640,SAINT JEANNET,7.143574,43.749011
3452,grugeon_abel_136453_reparation,20 HAMEAU ECOHAMEAU DU PLESSIS,,28190,PONTGOUIN,1.164337,48.481289
3453,electric_service_159598_reparation_0553790741,VILOTTE,RN 113,47400,FAUILLET,0.290609,44.42657
3454,pir264_169256_reparation_0630485632,01 ALLEE DES MILLE FLEURS,,64600,ANGLET,-1.514699,43.481402
3455,m_renard_david_193277_reparation,79 RUE DES QUELETTES,,80450,CAMON,2.345015,49.89025
3456,nod_systems_170992_reparation_0619820331,83 RUE CHANTECRIT,,33300,BORDEAUX,-0.5613439,44.8610475
3457,mel_creation__mel_creation_64__mel_creation_handmade_175314_reparation_0665514487,8 AVENUE DE CAMBO,RESIDENCE ETXESUTAR,64600,ANGLET,-1.4970589,43.4582315
3458,calamezimmermann_158666_reparation,RN 117 RTE DE BAYONNE,CENTRE COMMERCIAL CARREFOUR LESCAR,64230,LESCAR,-0.427585,43.316315
3459,faure_fabrice_143072_reparation_0645657984,87 RUE DU PRAT DESSUS,,31830,PLAISANCE-DU-TOUCH,1.300671,43.567745
3460,ets_noel_125050_reparation_0325553287,23 RUE DU PORT,,52130,WASSY,4.935363,48.498625
3461,cesard_paul_71389_reparation_0670706244,26 RUE DES PALMIERS,,44850,LIGNE,-1.376212,47.4113478
3462,adepte_18758_reparation_0630172993,35 AVENUE GEORGES CLEMENCEAU,,83310,COGOLIN,6.5360734,43.2511822
3463,natale_calogero_203204_reparation_0626820963,15 RUE DE L'ECOLE,ETAG 2,57460,BEHREN LES FORBACH,6.943665,49.164763
3464,songe_deco_178401_reparation,2 IMPASSE DES ABRICOTIERS,,13520,MAUSSANE-LES-ALPILLES,4.805773,43.710721
3465,virginie_lobrot_149084_reparation_0561999350,20 AV DE LA ROSERAIE,,31500,TOULOUSE,1.469264,43.623511
3466,ros_jeanjacques_147519_reparation,FONTBELLE,,81260,CAMBOUNES,2.428358,43.596286
3467,elec_menagers_services_165958_reparation_0678544521,230 RUE DES CHEVALIERS GUIGNETTE,,16430,CHAMPNIERS,0.2103621,45.7147399
3468,mona_creation_114141_reparation_0450984008,1105 ROUTE DE PASSY,MAISON FELISAZ,74310,SERVOZ,6.7664189,45.9316539
3469,chaffotte_lydie_148482_reparation_0632351782,22 RUE JEAN RIBOT,,34150,ANIANE,3.588101,43.684371
3470,josso_bhawna_183953_reparation_0637221442,11 RUE DE LA SEVRE,,44690,MONNIERES,-1.353784,47.136668
3471,iannone_julien_146813_reparation_0627363862,LOT LACASSAGNE,,46240,MONTFAUCON,1.561013,44.688266
3472,juice_focus_187447_reparation_0695001249,20 IMPASSE DU PRELLAT,,01150,SOUCLIN,5.413541,45.875837
3473,i_o_tech_informatique_150852_reparation_0786534037,97 GRAND RUE,,46090,BELLEFONT LA RAUZE,1.4671077,44.4749121
3474,matformatique_service_166332_reparation_0614341709,1 RUE DE LIVRON,,64000,PAU,-0.3795593,43.3001287
3475,puissance_3_moto_124532_reparation_0325741020,35 RUE MARC VERDIER,,10150,PONT STE MARIE,4.1137729,48.3255004
3476,latelier_154506_reparation,5 AV ERNEST RENAN,,22300,LANNION,-3.461575,48.732483
3477,laurent_audrey_134404_reparation,2 ALLEE DE L EMBELLIE,,44300,NANTES,-1.517993,47.265823
3478,brun_lea_151957_reparation_0644857794,LD LES BOUYGUES,,46110,CONDAT,1.655346,44.985969
3479,sans_grain_de_sable_177036_reparation_0233387199,37 RUE NATIONALE,,61100,FLERS,-0.572235,48.744702
3480,elfe_attitude_202149_reparation_0661417568,CAPITAINERIE DE PORT FRIOUL,QUAI BERRY - ILE DU FRIOUL,13001,MARSEILLE 1ER ARRONDISSEMENT,5.382914,43.298906
3481,nainville_frederik_139280_reparation,12 ALLEE DES MARAICHERS,,45560,ST DENIS EN VAL,1.941201,47.878383
3482,boulay_clement_134405_reparation_0769220849,38 RUE DES ARTILLEURS,,49100,ANGERS,-0.571154,47.490826
3483,la_boite_a_frissons__marc_serafini_143199_reparation_0658791627,BOURDONCLE BAS,,82140,CAZALS,1.687352,44.124414
3484,allardd_entreprise_175117_reparation,37 RUE PORTAIL DE LA BARRIERE,,33230,GUITRES,-0.1884747,45.0430504
3485,antenne_depannage_services__ads_86_166987_reparation_0549512112,25 -27 RUE DE LA NAUE,,86170,NEUVILLE DE POITOU,0.2540757,46.6821994
3486,audier_laurent_197688_reparation_0676552640,2 D AVENUE DU STADE MUNICIPAL,,39000,LONS LE SAUNIER,5.559661,46.670978
3487,les_bijoux_en_ceramique_19244_reparation_0620485083,5 ALLEE DES CAMPANIERES,,83400,HYERES,6.1142142,43.1018268
3488,tanikyan_hayik_17622_reparation_0493729932,96 CORNICHE FLEURIE,LE REAL DUPLEX LE PLEIN CIEL,06200,NICE,7.2093994,43.6871651
3489,duquenoy_informatique_193935_reparation_0619519518,43 QUAI DE LA MEUSE,,62100,CALAIS,1.857065,50.956164
3490,la_burgonderie_199861_reparation_0661814585,2 RUE DU CREUSOT,,25310,HERIMONCOURT,6.881841,47.444795
3491,la_boutique_de_jean__puzzle_de_france__multi_services_57_105165_reparation,23 RUE DE CARLING,,57490,L HOPITAL,6.7318558,49.1609265
3492,vautier_alexandre_122533_reparation_0633542111,8 RUE THIERS,,76410,ST AUBIN LES ELBEUF,1.008828,49.298102
3493,liion_brothers_205914_reparation_0679415637,38 RUE GEORGES BRASSENS,,27600,GAILLON,1.345073,49.152612
3494,bergersabattel_claude_104517_reparation,415 CHEMIN DE CHACUZARD,IMM LA BELLE ETOILE,73800,MYANS,5.9678795,45.5259918
3495,zipanpan_210662_reparation_0662634508,81 RUE DE CONCY,,91330,YERRES,2.484394,48.709447
3496,chene_vert_177062_reparation,2 ROUTE DE SEES,,61200,ARGENTAN,-0.013154,48.723189
3497,balmes_renovation_164151_reparation_0649638507,13 ROUTE DE COUDREAU,LOT LA PIECELLE,33910,ST DENIS DE PILE,-0.2057919,44.9774023
3498,francky_crea_bois_221403_reparation_0686682722,31 RUE DE LA GARE,,67750,SCHERWILLER,7.422754,48.28644
3499,latelier_du_bois_62573_reparation_0479552018,85 ROUTE DE LA REMISE,MACOT LA PLAGNE,73210,PLAGNE TARENTAISE (LA),6.6713133,45.5539787
3500,bensaid_fares_192425_reparation_0781030537,7 IMPASSE LEO FERRE,,69330,MEYZIEU,5.017625,45.763478
3501,david_gaelle_71076_reparation,1 RUE DE VENISE,,44340,BOUGUENAIS,-1.6233231,47.179725
3502,m_grandi_alain_183385_reparation_0325563797,33 D RUE MICHELET,,52100,SAINT DIZIER,4.932237,48.640387
3503,prestige_couture_220052_reparation,49 RUE GAY LUSSAC,,75005,PARIS 05,2.343529,48.841666
3504,crotti_michel_181537_reparation_0601178217,498 CHEMIN DE SAINT ANDRE,,13120,GARDANNE,5.461055,43.462666
3505,sellerie_gomez_221964_reparation,95 RUE DE L INNOVATION,,83110,SANARY SUR MER,5.816143,43.125181
3506,athenarc_60736_reparation_0974748083,949 ROUTE DE LA PORTE DE PLANCHES,,27210,ST PIERRE DU VAL,0.376189,49.399141
3507,pigeaut_didier_162819_reparation_0620465863,LAGAVACHE,,47180,MEILHAN SUR GARONNE,0.030044,44.499389
3508,elisee_joseph_167945_reparation_0675542578,24 RUE DUGUAY TROUIN,,33140,VILLENAVE D ORNON,-0.5869057,44.7590431
3509,atlantique_horlogerie_bijouterie_70191_reparation,ZAC FONTAINE AU BRUN AUCHAN,,44570,TRIGNAC,-2.2082218,47.3019387
3510,savignet_199219_reparation,ROUTE DE VOUGECOURT,,70500,CORRE,5.995458,47.942592
3511,astier_louis_200122_reparation_0679872216,2 DES LOUVIERES,,39260,LES CROZETS,5.795028,46.461059
3512,cote_basque_service_plus_160933_reparation,CHEMIN DES CRETES,,64122,URRUGNE,-1.729311,43.369567
3513,fabservices_201608_reparation_0670870582,26 RUE DE BARD,,21460,CORROMBLES,4.203201,47.521291
3514,loizeau_magali_67591_reparation,100 RUE NATIONALE,,85500,LES HERBIERS,-1.0023789,46.868741
3515,fripinsertion_boutique_48016_sinoe,175 Av. de la Capelette,,13010,MARSEILLE,5.444653004437,43.295247184192
3516,cemahdco_178533_reparation_0769782373,4 B AVENUE DES ARENES,,13103,SAINT ETIENNE DU GRES,4.730725,43.780028
3517,gregoirefeutrie_manon_200127_reparation,4 RUE VANOISE,,70100,NANTILLY,5.526144,47.459075
3518,sas_frediere_848_reparation,ROUTE DE SAINT BEL,,69210,SAVIGNY,4.5822251,45.8159846
3519,latelier_des_torons_103936_reparation_0676560530,LE BOURG,,43230,CHAVANIAC LAFAYETTE,3.58124,45.158295
3520,grandserre_sylvain_92543_reparation_0622577085,4   COUR JEAN-MARIE PROSLIER,,14290,ORBEC,0.4031103,49.0231141
3521,bati_sevim33_175382_reparation_0679400158,RUE ARRUEBO LE PATIO DES CAMELIAS,APPT 01,33140,VILLENAVE D ORNON,-0.55783,44.7830808
3522,latelier_de_laurie_208272_reparation_0613672284,89 IMPASSE DE LA VALLEE,,38150,ASSIEU,4.866635,45.403218
3523,miss_bulle_93460_reparation_0770817911,12  PLACE DE LA MOLIERE,,63270,VIC LE COMTE,3.241234,45.6441333
3524,boutique_neudorf_131877_reparation_0772394903,53 RUE DE RATHSAMHAUSEN,,67100,STRASBOURG,7.760014,48.565702
3525,singer_207472_reparation_0467746590,14 grande rue Mario Roustan,,34200,SÈTE,3.696683,43.401891
3526,a_pinces_et_a_velo_54747_sinoe,3 Côte des Chapeliers,Atelier Kazacycle - Maison Nature et Environnement,26100,ROMANS-SUR-ISÈRE,5.02440314822,45.061064688717
3527,etablissements_fontorbe_140750_reparation,27 Bis RUE DE L'ARTISANAT,,81300,GRAULHET,1.989843,43.770783
3528,grau_andreas_149575_reparation_0972447387,51 RUE CHARCOT,,81000,ALBI,2.138225,43.916522
3529,tony_informatique_120761_reparation_0778255798,27 PLACE THIBON,,07140,LES VANS,4.132446,44.406269
3530,thuaud_jeanmarc_67500_reparation,7 RUE DE LA ROUVRAIE,,85610,LA BERNARDIERE,-1.2603413,47.044883
3531,zakaiev_ali_134043_reparation,55 RUE PAUL DOUMER,CHEZ RES VILLA ECUYER,85000,LA ROCHE SUR YON,-1.425459,46.66586
3532,rihouey_fabrice_141781_reparation,19 BOULEVARD GEORGES CLEMENCEAU,,81100,CASTRES,2.2369274,43.6077763
3533,prataviera_patrick_150550_reparation_0615452634,685 RTE SAINT-GRIEDE,,32110,LANNE SOUBIRAN,-0.1052643,43.7430083
3534,david_depannage_pere_et_fils_70849_reparation,RUE DES CLOSEAUX,,44800,ST HERBLAIN,-1.6292737,47.2391211
3535,m_barthes_steve_202575_reparation_0678269693,HAMEAU DE PELASQUE CONDAMINES,SATTO CAMIN,06450,LANTOSQUE,7.311922,43.974017
3536,chatelin_jeanlucien_135469_reparation,11 ROUTE DU MANOIR,,41140,MEHERS,1.427327,47.322206
3537,chauvet_alain_211522_reparation_0983602262,8 B RUE PARMENTIER,,77400,THORIGNY SUR MARNE,2.704702,48.887546
3538,mme_bonnet_dorothee_193455_reparation_0621831220,54 RUE DE GAND,,59800,LILLE,3.066647,50.642559
3539,latelier_d_5295_reparation_0663283736,LE TAILLIS VERT,,42220,SAINT JULIEN MOLIN MOLETTE,4.6068824,45.3302835
3540,mcm_renovation_96629_reparation,8 RUE GRIGNAN,,52100,SAINT DIZIER,4.946611,48.636615
3541,fleuriot_stephane_69935_reparation_0243926569,9 RUE DE LA GRUJARDIERE,,72350,POILLE SUR VEGRE,-0.2688822,47.9181347
3542,filiot_audrey_213705_reparation_0661822822,43 RUE DU TELEGRAPHE,,75020,PARIS 20,2.39901,48.874401
3543,ponsse_sa_96812_reparation_0383651200,RUE DE LORRAINE,ZAC CROIX ST NICOLAS,54840,GONDREVILLE,5.976649,48.691421
3544,alcante_210350_reparation_0146775506,2 RUE DARWIN,,94800,VILLEJUIF,2.356477,48.793227
3545,mme_ramphort_carole_222435_reparation_0603982053,187 RUE D ENDOUME,,13007,MARSEILLE--7E--ARRONDISSEMENT,5.360092,43.285645
3546,le_vestiaire_de_jeanne_145509_reparation_0689755582,18 RUE AUGUSTE,,30000,NIMES,4.355911,43.839596
3547,m_lafitte_jeanpierre_145175_reparation_0636804563,211 RUE DE BRUNSWICK,,30000,NIMES,4.3841589,43.8415545
3548,mme_parizat_florence_140101_reparation_0466902158,RUE LOUIS CROZET,,30150,SAUVETERRE,4.792707,44.023566
3549,mobile_on_zesite_217839_reparation,2 RTE DE RAMBOUILLET,,78125,VIEILLE EGLISE EN YVELINES,1.873721,48.664197
3550,cordonnerie_multiservice_ach_157189_reparation_0662618509,8 GPL GRANDE PLACE,,29510,BRIEC,-3.9991069,48.1016179
3551,rouquette_guillaume_150525_reparation_0622338064,CHEMIN DE SALAMIROU,,12310,GAILLAC-D'AVEYRON,2.923943,44.355859
3552,mcg_bois_156432_reparation,KERVEZ,,29300,QUIMPERLE,-3.586113,47.843702
3553,mabs_sarl_135450_reparation,ROUTE NATIONALE 152,,45190,TAVERS,1.6091656,47.76646
3554,elka_couture_220796_reparation_0669011924,2 B RUE FRAPPIER SAINT MARTIN,,58220,DONZY,3.126357,47.370566
3555,pastore_caroline_151658_reparation,7 ALL DES MURIERS,,34660,COURNONSEC,3.697795,43.542247
3556,m_greaves_philip_176099_reparation_0782350393,15 LES AGES,,87190,DROUX,1.18256,46.169737
3557,peris_frederic_17292_reparation_0777950447,130 RUE MAX JACOB,LES HAUTS D ANTIBES VILLA 312,06600,ANTIBES,7.0683647,43.5938555
3558,bracoud_mickael_58791_reparation_0686182586,500  ROUTE DE BELLEGARDE,,38270,BELLEGARDE POUSSIEU,4.9805303,45.3614855
3559,jolly_68616_reparation_0241804034,147 ROUTE NATIONALE ROUTE DE BEAUFORT,LA PERRIERE BRAIN SUR L AUTHION,49800,ANDARD,-0.411922,47.445492
3560,mogade_jimmy_101923_reparation_0696256556,165 RUE DE LA FONTAINE DIDIER,RES ZAMANAS IMM ALBIZZIA APP5 RDC,97200,FORT-DE-FRANCE,-61.0807004,14.6329798
3561,telly_couture_220925_reparation,14 RUE DE L'AVENIR,,57870,HOMMERT,7.181132,48.676481
3562,crea_retouches_8733_reparation_0478524912,15  RUE VAUBAN,,69006,LYON 06,4.8433591,45.7649998
3563,frelat_caroline_138419_reparation_0234026903,2 ROUTE DU CAS ROUGE,,45260,MONTEREAU,2.577979,47.855584
3564,rg_depannage_66990_reparation_0243566517,63 Bis BOULEVARD FELIX GRAT,,53000,LAVAL,-0.761538,48.0668492
3565,bouclans_agathe_198320_reparation_0630694271,RUE DES MINES,,25110,VOILLANS,6.414138,47.386687
3566,un_ptit_crin_de_folie_20147_reparation_0613358627,16 ROUTE DE GAP,LIEUDIT PIC PORCIER,05300,LARAGNE MONTEGLIN,5.8274334,44.3182751
3567,la_mecanique_du_temps_20459_reparation_0490304163_0670843016,4 RUE DE BRANCAS,,84210,PERNES LES FONTAINES,5.059446,43.998235
3568,epv_caraibes_sarl_102018_reparation_0696192060,10 IMPASSE BELLEVUE,TERREVILLE,97233,SCHOELCHER,-61.0994152,14.6454521
3569,caltha_tech_201987_reparation,66 RUE HAUTEVILLE,,51500,SILLERY,4.127484,49.201011
3570,porte_guillaume_145625_reparation_0674276370,LIEU DIT LA BOUTONNIERE,,31290,AVIGNONET-LAURAGAIS,1.7563631,43.3840506
3571,extra_13578_reparation_0442547341,104 AVENUE DES LOGISSONS,,13770,VENELLES,5.4735486,43.5829472
3572,city_sound_155251_reparation_0298959386,"344, route de Bénodet",,29000,QUIMPER,-4.0829856,47.9619038
3573,mme_chaplier_cecile_124025_reparation,55 RUE SAINT MARTIN,,54610,RAUCOURT,6.2169197,48.9261935
3574,mr_blais_pascal_58216_reparation_0322264261,7 RUE DU 8 MAI,,80570,EMBREVILLE,1.5443962,50.0277528
3575,m_tridon_luc_97674_reparation_0329771197,COTE DE LA RUE BASSE,,55250,BEAUSITE,5.224606,48.975688
3576,sausset_jean_louis_158768_reparation_0613959435,6 RUE DES FRERES MONTGOLFIER,,33260,LA TESTE-DE-BUCH,-1.1573275,44.6219519
3577,ruiz_melanie_149787_reparation_0616543848,8 A IMP DE LA COLOMBIERE,,82710,BRESSOLS,1.332104,43.967615
3578,aturri_bricolage_174942_reparation_0630368021,338 CHEMIN AXERIMENDI,,64200,BASSUSSARRY,-1.509836,43.446016
3579,gouet_fabien_104160_reparation_0243343727,1 CHEMIN DES CHARDONNERETS,,72600,SAOSNES,0.276758,48.32582
3580,derode_mariehelene_211697_reparation,34 AV RAPHAEL,,75016,PARIS 16,2.266641,48.857553
3581,pouce_et_lina_69940_reparation_0953818751,7 PLACE DES COMTES DE BELIN,,72220,ST OUEN EN BELIN,0.2113837,47.8330163
3582,euro_prestige_diffusion_108639_reparation_0660726757,246 BOULEVARD DU 8 MAI,LA ROQUETTANE,06550,LA ROQUETTE SUR SIAGNE,6.9551907,43.5982448
3583,zabe_informatique_187322_reparation,174 ALLEE DE RIOTTIER,,69400,LIMAS,4.737515,45.976465
3584,dem_atelier_185636_reparation_0627354916,418 ROUTE DE VULBENS,,74520,CHEVRIER,5.920197,46.106108
3585,secourelec_163915_reparation,8 RUE NEWTON,ZAC DE BELLE AIRE,17440,AYTRE,-1.0953977,46.1299577
3586,l_oriane_108993_reparation,19 BOULEVARD DU JEU DE BALLON,,06130,GRASSE,6.9220622,43.6592423
3587,cc_charenton_214556_reparation,3 PL DES MARSEILLAIS,CENTRE COMMERCIAL,94220,CHARENTON LE PONT,2.405888,48.826213
3588,omois_medical_services_76905_reparation_0323702155,19 AVENUE DE L EUROPE,,02400,CHATEAU THIERRY,3.3921325,49.0355716
3589,boulangeat_dominique_203404_reparation_0698863343,LE PRE SAINT JACQUES,LES CHARTREUX,73320,TIGNES,6.926416,45.496352
3590,mon_petit_lundi_102420_reparation_0611825498,211 ROUTE DU CHANAY,,73250,ST JEAN DE LA PORTE,6.127549,45.555516
3591,mlle_landat_melanie_124147_reparation,1 RUE DES FONTAINES,,08250,CONDE LES AUTRY,4.853458,49.251143
3592,hazourli_radouane_202185_reparation_0620270796,22 RUE EUGENE POTTIER,,13003,MARSEILLE 3E ARRONDISSEMENT,5.374862,43.309927
3593,castaneda_maldonado_luis_219277_reparation,223 AV DE LA MARECHALE,BAT A ESC 4,94420,LE PLESSIS TREVISE,2.58556,48.807881
3594,sud_pesage_144550_reparation_0466751286,384 RUE ETIENNE LENOIR,,30000,NIMES,4.335281,43.80914
3595,m_schmidt_paul_202298_reparation,41 RUE DU TAPIS VERT,,13001,MARSEILLE--1ER-ARRONDISSEMENT,5.379349,43.298742
3596,sieges__couture_154172_reparation_0676853332,16 RUE DES ECUREUILS,,56700,MERLEVENEZ,-3.229569,47.742199
3597,rosea_pressing_213436_reparation_0147408988,18 RUE JEAN JAURES,RESIDENCE LE ROSEA,94240,L HAY LES ROSES,2.335473,48.778753
3598,alpeski_1161_reparation_0450900980,13  ROUTE DES MOULINS,LES CARROZ,74300,ARACHES-LA-FRASSE,6.6389108,46.0255113
3599,beringuet_julien_145434_reparation,27 BOULEVARD DU 122E RI,,12000,RODEZ,2.574291,44.346748
3600,ltb_depannage_informatique_164304_reparation_0556653868,21 ROUTE de mont de marsan,,33840,CAPTIEUX,-0.2623343,44.2881936
3601,micro_facile_59_54963_reparation_0610749337,163 PLACE CHARLES DE GAULLE,,59149,COUSOLRE,4.153329,50.2451018
3602,les_bijoux_de_rosalie_18419_reparation_0611668765,8 AVENUE DES ILES D'OR,,83400,HYERES,6.1277867,43.1204412
3603,lasselin_michel_10922_reparation_0640503840,ANCIENNE ECOLE,,03210,MEILLERS,3.093855,46.506337
3604,zana_meyer_161117_reparation,18 LOT LES JARDINS DE LA BELETTE,,40510,SEIGNOSSE,-1.358589,43.688657
3605,m_villani_alexandre_54643_reparation,74 RUE DES TILLEULS,,62112,CORBEHEM,3.050015,50.3314132
3606,douillard_sandrine_71543_reparation,19 RUE ANDRE LOUERAT,LE CLION SUR MER,44210,PORNIC,-2.055121,47.1198633
3607,atelier_sud_16389_reparation_0667193380,3 PLACE MASSENA,C/O ADCM SECRETARIAT,06000,NICE,7.2692914,43.6977207
3608,reflet_de_paille_203230_reparation_0620163829,2 IMPASSE DU CLOS DES CHARMILLES,,57160,SCY CHAZELLES,6.109885,49.114059
3609,marie_preville_182547_reparation_0629926206,7 RUE GIOFFREDO,,06000,NICE,7.276814,43.702388
3610,m_faivre_jeremy_96509_reparation_0325050708,66 RUE JEAN CAMUS BAT BISE APPT 62,,52100,SAINT DIZIER,4.980223,48.637919
3611,ste_des_etsbouisset_146151_reparation_0466013189,"KM2,5 ROUTE DE NIMES",,30510,GENERAC,4.3667907,43.7172054
3612,mme_jablonski_flandrin_sophie_100667_reparation_0611575616,200 RUE DE PICARDIE,,60170,RIBECOURT DRESLINCOURT,2.9262881,49.5240731
